BOROUGH,NEIGHBORHOOD,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE
4,FLUSHING-NORTH,1,0,1,-,-,2016,700289
4,HOWARD BEACH,1,0,1,4700,1404,1965,700000
4,HOLLISWOOD,1,0,1,6000,1385,1960,700000
1,SOUTHBRIDGE,0,0,0,-,-,1971,700000
4,ST. ALBANS,2,0,2,4000,2184,1925,700000
3,BUSHWICK,0,0,0,1875,-,-,700000
1,MURRAY HILL,1,0,1,-,-,1988,700000
3,MARINE PARK,2,0,2,2500,1680,1930,700000
4,JAMAICA,2,1,3,1920,2016,1930,700000
4,COLLEGE POINT,2,0,2,2700,1184,1910,700000
4,SOUTH JAMAICA,2,0,2,2000,2080,2003,700000
5,HUGUENOT,2,0,2,6000,2096,1973,700000
3,BOROUGH PARK,1,0,1,-,-,2016,700000
3,EAST NEW YORK,2,0,2,1867,1620,1899,700000
4,ELMHURST,2,0,2,1846,1288,1920,700000
1,MIDTOWN EAST,0,0,0,-,-,1977,700000
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1900,700000
4,FLUSHING-SOUTH,1,0,1,1800,1224,1950,700000
3,EAST NEW YORK,2,1,3,1360,2820,1935,700000
4,SUNNYSIDE,0,1,1,4000,4000,1931,700000
3,EAST NEW YORK,2,0,2,1783,1666,1910,700000
4,FLUSHING-NORTH,1,0,1,4352,1248,1930,700000
4,FLUSHING-NORTH,1,0,1,2700,1282,1955,699500
2,COUNTRY CLUB,2,0,2,2720,2340,1965,699000
2,THROGS NECK,2,0,2,5000,2037,1930,699000
5,SOUTH BEACH,1,0,1,3450,3000,2005,699000
4,FOREST HILLS,0,0,0,-,-,1950,699000
3,CLINTON HILL,0,0,0,-,-,1930,699000
5,DONGAN HILLS,1,0,1,5025,2100,1955,698519
5,NEW SPRINGVILLE,2,0,2,3348,2078,1985,698000
3,BOROUGH PARK,2,0,2,2300,1600,1915,698000
4,REGO PARK,1,0,1,-,-,2014,697501
2,BAYCHESTER,2,0,2,2500,2550,2015,697501
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1914,697500
5,ELTINGVILLE,2,0,2,3840,2317,1975,697000
3,CROWN HEIGHTS,3,0,3,2427,2922,1901,694650
4,FLUSHING-NORTH,1,0,1,-,-,2015,690106
4,BAYSIDE,1,0,1,2650,1719,1930,690000
1,FLATIRON,0,0,0,-,-,1910,690000
4,LITTLE NECK,1,0,1,2553,1080,1940,690000
3,CYPRESS HILLS,2,0,2,2461,-,1910,690000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1930,690000
5,CLOVE LAKES,1,0,1,3800,4331,1991,689988
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1929,689000
1,GRAMERCY,1,0,1,-,-,1956,688800
3,FLATBUSH-CENTRAL,1,0,1,5000,2418,1920,687500
5,PRINCES BAY,1,0,1,4000,2040,2014,687318
3,SHEEPSHEAD BAY,1,0,1,1833,1116,1950,685000
4,RICHMOND HILL,2,0,2,2000,1728,1940,685000
4,RICHMOND HILL,2,0,2,1937,1948,1901,685000
1,FLATIRON,0,0,0,-,-,1964,685000
4,HOWARD BEACH,1,0,1,4542,2100,1965,685000
4,FLUSHING-NORTH,1,0,1,1710,1224,1950,685000
4,SOUTH OZONE PARK,1,0,1,3000,1731,1935,685000
4,FLUSHING-NORTH,1,0,1,1800,1633,1955,685000
4,CORONA,3,0,3,1428,1920,1925,685000
4,JACKSON HEIGHTS,0,0,0,-,-,1937,685000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1926,685000
2,BAYCHESTER,3,0,3,4000,3232,1990,685000
3,KENSINGTON,0,0,0,-,-,1923,685000
5,ELTINGVILLE,1,0,1,4000,1925,1965,684000
3,FLATBUSH-CENTRAL,2,0,2,2000,1920,1910,684000
4,FLUSHING-NORTH,1,0,1,-,-,2016,683488
3,GREENPOINT,0,0,0,-,-,-,681209
3,WILLIAMSBURG-CENTRAL,1,0,1,-,-,-,680000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1927,680000
3,BOROUGH PARK,1,0,1,-,-,2015,680000
3,GRAVESEND,1,0,1,1294,1484,1920,680000
1,ROOSEVELT ISLAND,0,0,0,-,-,1975,680000
4,WOODHAVEN,2,0,2,2185,1853,1920,680000
2,WESTCHESTER,2,0,2,2967,2220,1910,680000
3,EAST NEW YORK,2,0,2,2000,1122,1920,680000
1,FINANCIAL,1,0,1,-,-,1903,678000
2,KINGSBRIDGE/JEROME PARK,1,0,1,3137,1920,1940,675000
3,MIDWOOD,1,0,1,-,-,-,675000
5,WILLOWBROOK,1,0,1,2500,1200,1970,675000
1,MIDTOWN EAST,0,0,0,-,-,1977,675000
1,EAST VILLAGE,0,0,0,-,-,1900,675000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1971,675000
3,CROWN HEIGHTS,1,0,1,-,-,-,675000
1,LOWER EAST SIDE,0,0,0,-,-,1960,675000
1,MURRAY HILL,1,0,1,-,-,-,675000
1,UPPER WEST SIDE (59-79),1,0,1,-,-,1924,675000
1,MIDTOWN WEST,1,0,1,-,-,2005,675000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1957,674000
3,EAST NEW YORK,2,0,2,2233,1650,1910,670161
3,BEDFORD STUYVESANT,3,0,3,1992,3316,1899,670000
3,FLATBUSH-EAST,2,0,2,2754,2286,1950,670000
4,BELLEROSE,1,0,1,4000,1740,1950,670000
4,MIDDLE VILLAGE,1,0,1,1800,1188,1950,670000
1,SOHO,0,0,1,-,-,2007,670000
1,MIDTOWN EAST,0,0,0,-,-,1955,670000
3,EAST NEW YORK,2,0,2,1900,1680,1920,670000
4,LAURELTON,2,0,2,2516,1620,2006,670000
4,MIDDLE VILLAGE,1,0,1,1800,1152,1945,670000
4,FOREST HILLS,0,0,0,-,-,1941,669000
1,MIDTOWN EAST,0,0,0,-,-,1928,667500
1,GREENWICH VILLAGE-CENTRAL,0,0,0,-,-,1930,667500
2,RIVERDALE,0,0,0,-,-,1967,665000
4,ST. ALBANS,2,0,2,2950,1620,1920,665000
4,OZONE PARK,2,0,2,2100,1840,1960,665000
4,RICHMOND HILL,1,1,2,1537,2340,1910,664511
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1939,662000
3,RED HOOK,0,0,0,4673,-,-,661049
5,CASTLETON CORNERS,1,0,1,3313,2058,2016,660844
4,FOREST HILLS,1,0,1,2237,1881,1960,660000
4,SOUTH OZONE PARK,2,0,2,6000,910,1940,660000
2,BAYCHESTER,2,0,2,2375,2700,1950,660000
4,JACKSON HEIGHTS,0,0,0,-,-,1920,660000
5,SILVER LAKE,1,0,1,3500,1204,1930,660000
1,MIDTOWN EAST,0,0,0,-,-,1955,660000
4,FLORAL PARK,1,0,1,4000,1740,1945,660000
3,MARINE PARK,2,0,2,1800,1890,1935,660000
3,DYKER HEIGHTS,1,0,1,-,-,2005,660000
4,WHITESTONE,1,0,1,2375,1088,1950,660000
4,WOODHAVEN,2,0,2,1925,1944,1920,660000
4,BAYSIDE,1,0,1,-,-,1972,660000
3,BEDFORD STUYVESANT,1,0,1,-,-,1930,659826
5,GRANT CITY,2,0,2,3222,1667,2000,657500
2,EAST TREMONT,3,0,3,1950,3141,2006,657000
3,EAST NEW YORK,2,0,2,1520,1610,1901,656000
1,GREENWICH VILLAGE-CENTRAL,0,0,0,-,-,1954,655931
3,EAST NEW YORK,2,0,2,1667,1280,1930,655000
3,SUNSET PARK,1,0,1,-,-,2005,655000
5,WILLOWBROOK,1,0,1,4000,1056,1955,655000
4,FLUSHING-NORTH,1,0,1,4000,943,1950,655000
4,MIDDLE VILLAGE,1,0,1,1800,1072,1940,655000
4,ELMHURST,1,0,1,2100,1360,1960,655000
1,GREENWICH VILLAGE-WEST,0,0,0,-,-,1939,653154
1,UPPER EAST SIDE (59-79),1,0,1,-,-,1959,653000
4,DOUGLASTON,1,0,1,6725,1020,1935,652320
3,GRAVESEND,1,0,1,-,-,1956,651680
3,FORT GREENE,0,0,1,-,-,1927,650000
3,COBBLE HILL,0,0,0,-,-,1900,650000
4,REGO PARK,1,0,1,2310,946,1955,650000
3,SUNSET PARK,0,0,0,-,-,1924,650000
4,MIDDLE VILLAGE,1,0,1,2000,1312,1920,650000
4,JAMAICA,2,0,2,6550,2725,1920,650000
4,GLENDALE,1,0,1,2004,1284,1920,650000
4,OZONE PARK,2,0,2,2399,2056,1940,650000
4,JAMAICA ESTATES,1,0,1,5296,1471,1935,650000
5,MANOR HEIGHTS,1,0,1,4100,2170,1970,650000
1,MIDTOWN WEST,1,0,1,-,-,1931,650000
3,FLATLANDS,1,0,1,3425,1459,1935,649000
4,FOREST HILLS,0,0,0,-,-,1940,648000
4,ROSEDALE,2,0,2,2895,1720,2007,647900
2,MORRIS PARK/VAN NEST,2,0,2,2500,2750,1955,645000
4,FLUSHING-NORTH,1,0,1,4500,1254,1910,645000
4,HOWARD BEACH,1,0,1,4000,1138,1935,645000
5,WOODROW,2,0,2,7885,2704,1996,645000
5,WOODROW,2,0,2,4300,2170,1998,642500
5,ROSSVILLE,2,0,2,3184,2000,2000,642000
5,ROSEBANK,2,0,2,3822,2259,2016,641497
4,WOODHAVEN,2,0,2,1770,1575,1920,641000
3,CLINTON HILL,0,0,0,-,-,1946,640000
3,CANARSIE,2,0,2,2700,2183,1935,640000
4,MIDDLE VILLAGE,1,0,1,1800,1665,1955,640000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1942,640000
5,DONGAN HILLS,1,0,1,2500,1500,2003,640000
4,RICHMOND HILL,2,0,2,1900,1932,1920,640000
4,FLORAL PARK,1,0,1,4000,1020,1945,640000
4,SPRINGFIELD GARDENS,2,0,2,1956,1444,2004,640000
4,RIDGEWOOD,2,0,2,2000,3444,1925,640000
4,FLUSHING-NORTH,1,0,1,-,-,2016,639703
4,FLUSHING-NORTH,1,0,1,-,-,2015,639703
4,RICHMOND HILL,1,0,1,3300,1710,1910,639000
4,FLUSHING-NORTH,1,0,1,-,-,1960,638000
5,WEST NEW BRIGHTON,2,0,2,6500,4686,1899,638000
4,SOUTH JAMAICA,2,0,2,4020,1680,1960,637000
5,GREAT KILLS,2,0,2,3250,1450,2005,636000
5,CLOVE LAKES,1,0,1,4200,1058,1950,635000
1,MIDTOWN WEST,0,0,0,-,-,1912,635000
4,JACKSON HEIGHTS,1,0,1,1600,1272,1930,635000
1,LOWER EAST SIDE,0,0,0,-,-,1955,635000
3,FLATBUSH-EAST,1,0,1,2087,1510,1925,635000
4,SPRINGFIELD GARDENS,2,0,2,2842,2080,1935,635000
4,HOWARD BEACH,1,0,1,5000,1125,1950,635000
5,GREAT KILLS,2,0,2,3025,2470,1985,635000
3,CANARSIE,2,0,2,2000,2244,1955,635000
1,WASHINGTON HEIGHTS LOWER,0,0,0,-,-,1930,631000
4,GLENDALE,1,0,1,2000,1328,1925,630000
3,CLINTON HILL,0,0,0,-,-,1928,630000
3,EAST NEW YORK,2,0,2,4000,1760,1930,630000
2,CASTLE HILL/UNIONPORT,2,0,2,2842,2810,1960,630000
3,FLATBUSH-EAST,2,0,2,1720,2400,1960,630000
1,MIDTOWN EAST,1,0,1,-,-,1988,630000
1,UPPER EAST SIDE (96-110),1,0,1,-,-,-,630000
4,JACKSON HEIGHTS,1,0,1,2000,1480,1960,630000
4,WOODSIDE,1,0,1,-,-,2008,628000
1,FLATIRON,0,0,0,-,-,1910,627500
4,ELMHURST,1,0,1,-,-,-,627000
3,GRAVESEND,1,0,1,-,-,1956,626223
4,RICHMOND HILL,1,0,1,2625,1751,1925,626000
5,GREAT KILLS,2,0,2,4100,1712,1970,625000
1,WASHINGTON HEIGHTS UPPER,0,0,0,-,-,1939,625000
2,BAYCHESTER,2,0,2,4750,2385,1901,625000
4,FLORAL PARK,1,0,1,4400,1583,1940,625000
3,PARK SLOPE,0,0,0,-,-,1982,625000
3,OCEAN PARKWAY-SOUTH,2,0,2,1640,1980,1920,625000
3,FLATBUSH-EAST,3,0,3,2463,2675,1940,625000
4,GLENDALE,2,0,2,2174,1712,1930,625000
4,BELLEROSE,4,0,4,2125,3531,1965,625000
1,MURRAY HILL,0,0,0,-,-,1963,625000
4,GLENDALE,1,0,1,3902,1240,1920,625000
1,UPPER WEST SIDE (79-96),1,0,1,-,-,1986,625000
2,WILLIAMSBRIDGE,5,0,5,2388,3750,1928,625000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1973,625000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1973,625000
4,FLUSHING-NORTH,1,0,1,-,-,-,625000
3,DYKER HEIGHTS,1,0,1,-,-,2016,621132
3,MIDWOOD,1,0,1,-,-,2015,621132
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1961,620500
4,FLUSHING-NORTH,1,0,1,-,-,2005,620000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1930,620000
4,OZONE PARK,2,0,2,2500,1476,1930,620000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1930,620000
3,PARK SLOPE,0,0,0,-,-,1920,620000
3,GREENPOINT,1,0,1,-,-,2009,620000
4,BAYSIDE,1,0,1,-,-,-,620000
4,FLUSHING-NORTH,1,0,1,2500,896,1940,620000
1,WASHINGTON HEIGHTS LOWER,0,0,0,-,-,1941,620000
4,FLUSHING-NORTH,1,0,1,-,-,-,618000
4,SO. JAMAICA-BAISLEY PARK,2,0,2,2940,1600,1998,618000
4,FLUSHING-NORTH,1,0,1,-,-,2015,617301
1,CHELSEA,0,0,0,-,-,1932,615000
1,MIDTOWN EAST,0,0,0,-,-,1963,615000
5,NEW SPRINGVILLE,2,0,2,4200,2452,1976,615000
4,HOWARD BEACH,1,0,1,4000,1470,1925,615000
4,EAST ELMHURST,3,0,3,5000,3762,1925,615000
4,QUEENS VILLAGE,1,0,1,4000,1763,1930,615000
5,GREAT KILLS,1,0,1,8520,1040,1940,615000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1962,615000
3,BROOKLYN HEIGHTS,0,0,0,-,-,1900,615000
4,OZONE PARK,3,0,3,2890,2466,1925,615000
4,ROSEDALE,2,0,2,3000,2024,1960,615000
4,SOUTH JAMAICA,2,0,2,2500,1216,1925,615000
4,JAMAICA,1,0,1,-,-,-,615000
3,CANARSIE,2,0,2,1900,1540,1950,614000
3,BRIGHTON BEACH,1,0,1,-,-,2009,610950
4,OAKLAND GARDENS,1,0,1,-,-,-,610000
4,SOUTH OZONE PARK,0,1,1,832,1550,2005,610000
3,MARINE PARK,1,0,1,1800,1092,1935,610000
5,GREAT KILLS-BAY TERRACE,1,0,1,3880,2138,1975,609000
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1907,605000
5,ARDEN HEIGHTS,1,0,1,3420,2110,1980,605000
4,SOUTH OZONE PARK,2,0,2,2697,1264,1930,605000
5,WEST NEW BRIGHTON,2,0,2,6500,2552,1910,605000
5,BULLS HEAD,2,0,2,4379,1530,1980,605000
3,CANARSIE,1,0,1,4650,1416,1960,605000
3,CANARSIE,2,0,2,2000,1476,1920,605000
2,BAYCHESTER,3,0,3,2771,2950,1973,605000
4,FLORAL PARK,1,0,1,4000,1023,1950,602000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1959,601500
3,CLINTON HILL,0,0,0,-,-,1900,601000
2,WILLIAMSBRIDGE,3,0,3,2375,1344,1899,600000
2,MELROSE/CONCOURSE,2,0,2,2015,3382,1920,600000
4,BAYSIDE,1,1,1,2000,800,1970,600000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1962,600000
1,LOWER EAST SIDE,1,0,1,-,-,2010,600000
1,UPPER EAST SIDE (59-79),1,0,1,-,-,1991,600000
4,RICHMOND HILL,2,0,2,2000,2000,1920,600000
2,RIVERDALE,0,0,0,-,-,1970,600000
4,ROCKAWAY PARK,9,0,9,4880,5950,1930,600000
1,LOWER EAST SIDE,1,0,1,-,-,2010,600000
1,CIVIC CENTER,0,0,0,-,-,-,600000
3,EAST NEW YORK,2,0,2,2825,2000,2001,600000
5,NEW DORP-BEACH,1,0,1,5142,1306,1950,600000
3,SHEEPSHEAD BAY,2,0,2,1800,1939,1960,600000
2,MORRISANIA/LONGWOOD,2,1,3,1701,2926,1920,600000
3,BUSHWICK,2,0,2,1887,1200,1910,600000
4,WOODHAVEN,1,0,1,1800,1232,1901,600000
4,SOUTH JAMAICA,5,1,6,4500,4510,1931,600000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1974,600000
5,CLOVE LAKES,1,0,1,2370,1388,1935,600000
4,FLORAL PARK,1,0,1,6000,1188,1930,600000
4,SPRINGFIELD GARDENS,0,0,0,10825,-,1956,600000
3,MADISON,0,0,0,-,-,-,599635
2,WAKEFIELD,1,0,1,2872,1760,1901,599000
2,WESTCHESTER,2,0,2,5000,3518,1920,599000
2,WILLIAMSBRIDGE,2,0,2,1520,3852,2005,599000
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1921,599000
5,WILLOWBROOK,1,0,1,2457,1360,1970,599000
3,BAY RIDGE,0,0,0,-,-,1931,599000
2,CITY ISLAND,1,0,1,-,-,2016,596232
5,ARROCHAR,1,0,1,2175,-,2016,595676
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1963,595000
5,WOODROW,2,0,2,2500,1440,1987,595000
1,FINANCIAL,1,0,1,-,-,1930,595000
4,ROSEDALE,2,0,2,3780,2359,1930,595000
5,CLOVE LAKES,1,0,1,2538,1600,2004,595000
4,FLORAL PARK,1,0,1,4000,1393,1950,592500
5,NEW SPRINGVILLE,1,0,1,2400,1274,1980,592000
4,GLENDALE,1,0,1,2018,1680,1920,591000
3,FLATBUSH-EAST,0,1,1,1800,2100,1933,590000
4,COLLEGE POINT,2,0,2,2842,1368,1920,590000
4,BELLEROSE,1,0,1,4650,1251,1955,590000
5,GRANT CITY,2,0,2,4200,1857,1955,590000
2,BAYCHESTER,0,1,1,6750,1412,1930,590000
1,MORNINGSIDE HEIGHTS,0,0,0,-,-,1926,590000
1,MURRAY HILL,1,0,1,-,-,1988,590000
2,SOUNDVIEW,2,0,2,2600,2200,1950,590000
3,GREENPOINT,1,0,1,-,-,-,590000
5,TRAVIS,1,0,1,2556,2147,2013,590000
4,COLLEGE POINT,1,0,1,2000,1534,2004,590000
3,WILLIAMSBURG-EAST,1,0,1,-,-,2006,589000
2,RIVERDALE,1,0,1,4548,2310,1930,588000
1,GREENWICH VILLAGE-CENTRAL,0,0,0,-,-,1930,587500
4,QUEENS VILLAGE,2,0,2,5000,2540,1920,586000
3,WILLIAMSBURG-NORTH,1,0,1,-,-,1920,585493
1,HARLEM-CENTRAL,1,0,1,-,-,2015,585493
3,SHEEPSHEAD BAY,0,0,0,-,-,-,585493
5,MIDLAND BEACH,1,0,1,2920,1280,1994,585000
2,RIVERDALE,0,0,0,-,-,1963,585000
5,RICHMONDTOWN,1,0,1,7650,1794,1960,585000
4,JACKSON HEIGHTS,0,0,0,-,-,1939,585000
3,BROOKLYN HEIGHTS,0,0,0,-,-,1832,585000
4,LAURELTON,1,0,1,7500,2040,1925,585000
2,SCHUYLERVILLE/PELHAM BAY,2,0,2,2500,2164,1910,585000
5,GRANT CITY,2,0,2,3750,1696,1930,585000
1,CHELSEA,0,0,0,-,-,1917,582500
1,LOWER EAST SIDE,0,0,0,-,-,1900,581000
3,MADISON,0,0,0,-,-,-,580402
3,BROWNSVILLE,3,0,3,2650,2090,1910,580000
1,MORNINGSIDE HEIGHTS,0,0,0,-,-,1905,580000
3,EAST NEW YORK,2,0,2,2000,1360,1899,580000
1,UPPER EAST SIDE (79-96),0,0,0,-,-,1942,580000
4,FLUSHING-SOUTH,1,0,1,2500,1056,1955,580000
3,PROSPECT HEIGHTS,1,0,1,-,-,2015,580000
5,BULLS HEAD,1,0,1,4200,1988,1970,580000
5,WOODROW,2,0,2,2429,1798,2010,580000
1,UPPER EAST SIDE (59-79),0,0,0,-,-,1964,579000
4,FLUSHING-NORTH,1,0,1,-,-,2003,579000
3,OCEAN PARKWAY-NORTH,1,0,1,1632,1184,1930,579000
3,CYPRESS HILLS,2,0,2,2375,1964,1901,579000
4,JAMAICA,1,0,1,1200,1500,1920,579000
4,FOREST HILLS,0,0,0,-,-,1962,579000
3,PARK SLOPE,0,0,0,-,-,1920,576000
5,WILLOWBROOK,1,0,1,4000,1884,1965,576000
4,COLLEGE POINT,2,0,2,3000,1388,1930,575701
3,CANARSIE,2,0,2,2158,1512,1925,575000
5,GREAT KILLS,1,0,1,4240,1687,1987,575000
5,GRYMES HILL,1,0,1,6000,2190,1970,575000
2,COUNTRY CLUB,2,0,2,2375,1937,1915,575000
4,JAMAICA ESTATES,1,0,1,6000,1491,1940,575000
4,FLUSHING-NORTH,1,0,1,-,-,2007,575000
1,MIDTOWN WEST,0,0,0,-,-,1924,575000
4,SOUTH JAMAICA,2,0,2,2500,1600,1920,574000
3,OCEAN HILL,2,0,2,2679,1840,1901,572400
3,BEDFORD STUYVESANT,1,0,1,-,-,2003,572000
5,GREAT KILLS,1,0,1,2475,1872,1986,572000
1,MIDTOWN EAST,0,0,1,-,-,1967,570387
3,BOROUGH PARK,1,0,1,-,-,2011,570220
3,FLATBUSH-EAST,3,0,3,2000,1760,1905,570000
5,GRASMERE,1,0,1,2142,1408,1998,570000
3,WILLIAMSBURG-EAST,0,0,0,-,-,-,570000
2,BAYCHESTER,1,0,1,5004,1294,1925,570000
2,MORRIS PARK/VAN NEST,2,0,2,2500,1460,1925,570000
4,BAYSIDE,1,0,1,-,-,1985,570000
1,WASHINGTON HEIGHTS UPPER,1,0,1,-,-,1954,570000
3,FLATBUSH-EAST,1,0,1,2000,1668,1930,570000
4,ST. ALBANS,1,0,1,4650,1198,1930,570000
3,CONEY ISLAND,1,0,1,2880,1890,2003,570000
4,MASPETH,1,0,1,1422,1310,1915,570000
5,WOODROW,1,0,1,2464,1860,2011,568000
1,HARLEM-CENTRAL,0,0,0,-,-,-,566147
3,CANARSIE,2,0,2,3033,2200,1960,566000
2,SCHUYLERVILLE/PELHAM BAY,2,0,2,4172,2205,2007,565000
2,PELHAM PARKWAY NORTH,2,0,2,3742,2024,1950,565000
3,EAST NEW YORK,2,0,2,2000,2400,2006,565000
3,MADISON,1,0,1,-,-,2006,565000
1,LOWER EAST SIDE,0,0,0,-,-,1949,565000
1,TRIBECA,1,0,1,-,-,1990,565000
3,FLATBUSH-EAST,1,0,1,2000,1526,1930,565000
4,FLUSHING-NORTH,1,0,1,-,-,2015,563843
1,HARLEM-CENTRAL,0,0,0,-,-,-,563244
1,UPPER WEST SIDE (79-96),0,0,0,-,-,1905,561000
4,FAR ROCKAWAY,2,0,2,3002,2383,1997,560000
5,BULLS HEAD,1,0,1,6432,1379,1950,560000
2,SOUNDVIEW,3,0,3,2842,2254,1965,560000
3,DOWNTOWN-FULTON MALL,0,0,0,-,-,1964,560000
4,SOUTH OZONE PARK,2,0,2,2100,1248,1920,560000
1,GRAMERCY,0,0,0,-,-,1962,560000
1,MIDTOWN WEST,1,0,1,-,-,1947,560000
5,SOUTH BEACH,2,0,2,4000,2016,1925,560000
4,RICHMOND HILL,1,0,1,2523,952,1920,560000
4,FLUSHING MEADOW PARK,0,0,0,-,-,1940,560000
3,CROWN HEIGHTS,2,0,2,1667,1848,1905,560000
5,GRASMERE,1,0,1,5000,988,1950,560000
1,GREENWICH VILLAGE-CENTRAL,0,0,0,-,-,1923,559350
3,BEDFORD STUYVESANT,1,0,1,-,-,2015,559019
4,SPRINGFIELD GARDENS,2,0,2,3420,2320,1945,558700
5,RICHMONDTOWN,1,0,1,4000,1056,1955,557500
5,SILVER LAKE,1,0,1,4000,1547,1970,555000
4,BELLEROSE,1,0,1,4000,1107,1945,555000
5,SUNNYSIDE,1,0,1,2280,1800,2003,555000
4,RICHMOND HILL,2,0,2,1868,1620,1925,555000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1962,555000
4,SOUTH OZONE PARK,2,0,2,1958,1280,1920,553800
3,PROSPECT HEIGHTS,0,0,0,-,-,1931,550101
2,SCHUYLERVILLE/PELHAM BAY,3,0,3,2283,3325,1988,550000
3,CANARSIE,1,0,1,4200,1407,1955,550000
4,BAYSIDE,1,0,1,-,-,1984,550000
4,QUEENS VILLAGE,1,0,1,5200,1300,1940,550000
5,NEW DORP,2,0,2,1247,1360,1999,550000
1,UPPER WEST SIDE (59-79),0,0,0,-,-,1928,550000
4,HOWARD BEACH,1,0,1,2970,1638,1920,550000
3,CONEY ISLAND,1,0,1,-,-,1964,550000
3,BEDFORD STUYVESANT,1,0,1,1425,1368,1899,550000
1,CHELSEA,0,0,0,-,-,1900,550000
1,WASHINGTON HEIGHTS LOWER,0,0,0,-,-,1910,550000
4,WOODHAVEN,1,0,1,1800,1324,1920,550000
3,WILLIAMSBURG-EAST,1,0,1,-,-,2014,550000
1,UPPER WEST SIDE (59-79),1,0,1,-,-,1965,550000
2,THROGS NECK,2,0,2,3017,1600,1935,550000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1930,550000
3,MARINE PARK,1,0,1,-,-,2000,550000
5,LIVINGSTON,1,0,1,5000,1196,1955,550000
1,MORNINGSIDE HEIGHTS,0,0,0,-,-,1926,550000
2,FORDHAM,0,0,0,2711,-,-,550000
1,MIDTOWN EAST,0,0,0,-,-,1927,550000
3,OCEAN PARKWAY-SOUTH,1,0,1,-,-,2007,550000
1,KIPS BAY,1,0,1,-,-,1962,549000
2,KINGSBRIDGE/JEROME PARK,1,0,1,1684,1360,1930,548000
4,MASPETH,2,0,2,2500,2002,1920,548000
5,SOUTH BEACH,2,0,2,4000,2150,1950,547000
2,WILLIAMSBRIDGE,2,0,2,2629,1764,1935,545000
4,QUEENS VILLAGE,1,0,1,3000,1626,1925,545000
3,EAST NEW YORK,2,0,2,3000,1729,1899,545000
3,PROSPECT HEIGHTS,0,0,0,-,-,1910,545000
5,ROSEBANK,2,0,2,2500,2455,1915,545000
5,NEW BRIGHTON-ST. GEORGE,1,0,1,-,-,2005,545000
3,BEDFORD STUYVESANT,1,0,1,-,-,1931,545000
1,CLINTON,1,0,1,-,-,2003,544763
3,SHEEPSHEAD BAY,0,0,0,-,-,-,544763
5,DONGAN HILLS,1,0,1,2500,1340,1965,543000
4,OZONE PARK,1,0,1,2000,1216,1940,542500
3,WILLIAMSBURG-NORTH,4,0,4,1600,2400,1910,541000
2,BATHGATE,2,0,2,741,2133,2006,540625
5,MARINERS HARBOR,2,0,2,6608,1700,1915,540000
5,ELTINGVILLE,1,0,1,2800,1720,1977,540000
3,FLATBUSH-NORTH,3,0,3,2625,2680,1920,540000
4,DOUGLASTON,1,0,1,-,-,-,540000
5,GREAT KILLS,2,0,2,2106,1008,1994,540000
4,HOLLIS,1,0,1,4800,1283,1945,540000
2,SOUNDVIEW,2,0,2,2142,1614,1955,540000
5,WESTERLEIGH,1,0,1,2592,1512,1925,539500
5,CASTLETON CORNERS,2,0,2,10000,1251,1955,538000
4,LITTLE NECK,1,0,1,2548,1097,1925,537000
1,LOWER EAST SIDE,0,0,0,-,-,1949,535000
1,UPPER WEST SIDE (96-116),0,0,0,-,-,1917,535000
4,QUEENS VILLAGE,1,0,1,2500,1264,1925,535000
3,CYPRESS HILLS,1,0,1,2000,1635,1910,535000
4,SPRINGFIELD GARDENS,2,0,2,3328,1422,1920,535000
3,CYPRESS HILLS,2,0,2,3292,2383,1910,535000
3,BOROUGH PARK,1,0,1,-,-,2014,535000
2,SCHUYLERVILLE/PELHAM BAY,1,0,1,3742,2100,1955,535000
3,EAST NEW YORK,2,0,2,2277,1998,1920,535000
1,TRIBECA,1,0,1,-,-,1990,535000
3,PROSPECT HEIGHTS,1,0,1,-,-,2008,534581
